设备型号,安装时间,厂家,损坏时间,设计寿命,损坏时的天气,安装地点,运维班,损坏性质
显示屏,2016-10-22,上海惠安,2027-09-20,11,雷阵雨,somewhere,维修班2,0
电源DC220,2012-08-28,上海惠安,2021-04-21,9,阴,somewhere,维修班3,继电器触点故障
显示屏,2016-01-13,深圳南瑞,2028-07-06,13,阴,somewhere,维修班4,0
显示屏,2020-01-16,南瑞继保,2030-07-26,11,冰雹,somewhere,维修班4,0
显示屏,2017-10-30,深圳南瑞,2022-08-25,5,冰雹,somewhere,维修班3,0
显示屏,2018-02-17,许继电气,2027-06-24,10,小雨,somewhere,维修班4,0
显示屏,2020-12-29,上海惠安,2034-10-04,14,小雨,somewhere,维修班4,0
显示屏,2013-08-18,南瑞继保,2018-06-12,5,雷阵雨,somewhere,维修班1,直流接地
电源DC220,2013-01-17,南瑞科技,2024-10-09,12,阴,somewhere,维修班3,0
显示屏,2015-08-29,许继电气,2023-07-22,8,冰雹,somewhere,维修班4,0
显示屏,2012-07-08,许继电气,2023-03-12,11,雷阵雨,somewhere,维修班4,0
CPU板件,2016-07-24,南瑞继保,2023-05-16,7,晴,somewhere,维修班2,0
CPU板件,2018-05-05,南瑞科技,2028-08-31,11,冰雹,somewhere,维修班3,0
显示屏,2020-10-18,南瑞科技,2027-06-19,7,小雨,somewhere,维修班4,0
显示屏,2016-03-09,国电南自,2029-11-15,14,小雨,somewhere,维修班4,0
显示屏,2014-05-01,南瑞继保,2022-03-07,9,阴,somewhere,维修班3,0
电源DC220,2017-05-06,国电南自,2027-03-07,10,冰雹,somewhere,维修班1,0
显示屏,2018-05-30,南瑞继保,2027-03-26,9,雷阵雨,somewhere,维修班2,0
显示屏,2010-07-06,南瑞科技,2013-03-03,3,雷阵雨,somewhere,维修班2,电压互感器二次回路故障
电源DC220,2015-09-08,上海惠安,2024-05-27,9,雷阵雨,somewhere,维修班2,0
电源DC220,2016-11-15,国电南自,2029-05-22,13,雷阵雨,somewhere,维修班2,0
CPU板件,2011-10-15,许继电气,2025-07-17,14,冰雹,somewhere,维修班2,0
CPU板件,2010-06-07,上海惠安,2022-03-21,12,雷阵雨,somewhere,维修班3,0
CPU板件,2018-07-18,南瑞科技,2030-04-04,12,晴,somewhere,维修班2,0
显示屏,2011-08-20,国电南自,2017-04-25,6,晴,somewhere,维修班1,电流互感器二次回路故障
显示屏,2019-02-07,南瑞继保,2032-10-24,14,冰雹,somewhere,维修班4,0
显示屏,2013-11-08,南瑞继保,2018-07-16,5,晴,somewhere,维修班2,直流接地
显示屏,2020-01-18,国电南自,2024-12-03,5,小雨,somewhere,维修班1,0
显示屏,2011-12-05,深圳南瑞,2017-10-04,6,冰雹,somewhere,维修班1,继电器触点故障
电源DC220,2012-06-01,深圳南瑞,2019-01-28,7,晴,somewhere,维修班3,电压互感器二次回路故障
电源DC220,2018-11-09,国电南自,2033-06-05,15,晴,somewhere,维修班1,0
CPU板件,2017-04-09,深圳南瑞,2027-10-29,11,阴,somewhere,维修班1,0
显示屏,2015-05-01,南瑞科技,2021-01-14,6,小雨,somewhere,维修班3,老化
电源DC220,2020-02-23,深圳南瑞,2024-10-19,5,小雨,somewhere,维修班4,0
显示屏,2011-10-28,南瑞继保,2014-04-30,3,阴,somewhere,维修班3,电流互感器二次回路故障
显示屏,2014-03-17,深圳南瑞,2018-11-18,5,小雨,somewhere,维修班2,直流接地
显示屏,2015-01-17,上海惠安,2021-06-15,7,阴,somewhere,维修班4,0
电源DC220,2013-06-06,上海惠安,2025-12-29,13,晴,somewhere,维修班2,0
显示屏,2017-12-02,许继电气,2026-06-13,9,冰雹,somewhere,维修班1,0
CPU板件,2020-06-24,深圳南瑞,2035-01-04,15,晴,somewhere,维修班4,0
电源DC220,2016-01-18,南瑞科技,2026-08-09,11,小雨,somewhere,维修班3,0
电源DC220,2014-10-18,国电南自,2022-06-29,8,小雨,somewhere,维修班3,0
电源DC220,2018-06-06,许继电气,2029-04-04,11,阴,somewhere,维修班1,0
显示屏,2019-11-22,南瑞科技,2022-09-16,3,阴,somewhere,维修班4,0
电源DC220,2020-09-12,深圳南瑞,2035-05-03,15,冰雹,somewhere,维修班4,0
显示屏,2014-09-30,许继电气,2022-07-03,8,小雨,somewhere,维修班1,0
电源DC220,2019-02-22,南瑞科技,2034-01-02,15,大雨,somewhere,维修班4,0
电源DC220,2010-01-24,深圳南瑞,2012-10-27,3,冰雹,somewhere,维修班3,老化
CPU板件,2014-06-21,许继电气,2025-02-02,11,雷阵雨,somewhere,维修班4,0
电源DC220,2013-06-01,许继电气,2018-10-21,6,晴,somewhere,维修班1,电流互感器二次回路故障
CPU板件,2014-08-28,深圳南瑞,2020-05-14,6,大雨,somewhere,维修班2,继电器触点故障
电源DC220,2013-10-08,许继电气,2018-05-25,5,晴,somewhere,维修班4,直流接地
CPU板件,2016-02-14,南瑞继保,2024-08-05,9,晴,somewhere,维修班4,0
显示屏,2011-08-24,上海惠安,2026-04-30,15,大雨,somewhere,维修班3,0
电源DC220,2014-06-16,许继电气,2019-01-18,5,大雨,somewhere,维修班4,保护装置故障
电源DC220,2018-07-16,上海惠安,2026-03-08,8,雷阵雨,somewhere,维修班3,0
显示屏,2017-11-06,国电南自,2025-08-16,8,冰雹,somewhere,维修班1,0
显示屏,2011-09-05,南瑞继保,2016-12-11,6,晴,somewhere,维修班4,保护装置故障
CPU板件,2012-02-08,南瑞继保,2022-12-30,11,晴,somewhere,维修班4,0
CPU板件,2017-04-25,南瑞科技,2020-01-29,3,大雨,somewhere,维修班4,电压互感器二次回路故障
电源DC220,2018-07-06,国电南自,2033-04-05,15,小雨,somewhere,维修班1,0
电源DC220,2019-08-01,许继电气,2028-12-20,10,小雨,somewhere,维修班2,0
显示屏,2013-05-03,深圳南瑞,2018-12-27,6,大雨,somewhere,维修班3,电压互感器二次回路故障
显示屏,2011-11-08,许继电气,2014-08-06,3,晴,somewhere,维修班2,直流接地
CPU板件,2012-10-12,上海惠安,2022-08-13,10,大雨,somewhere,维修班1,0
电源DC220,2017-08-26,深圳南瑞,2022-02-13,5,雷阵雨,somewhere,维修班3,0
电源DC220,2016-09-27,南瑞科技,2023-07-25,7,晴,somewhere,维修班2,0
电源DC220,2012-06-04,深圳南瑞,2016-03-10,4,大雨,somewhere,维修班3,电压互感器二次回路故障
电源DC220,2011-12-30,深圳南瑞,2018-09-24,7,阴,somewhere,维修班2,继电器触点故障
CPU板件,2020-06-13,国电南自,2032-03-26,12,大雨,somewhere,维修班2,0
电源DC220,2010-10-18,许继电气,2013-08-12,3,冰雹,somewhere,维修班2,继电器触点故障
电源DC220,2020-08-19,深圳南瑞,2023-04-02,3,雷阵雨,somewhere,维修班3,0
显示屏,2016-07-18,南瑞继保,2021-05-12,5,大雨,somewhere,维修班3,电流互感器二次回路故障
CPU板件,2020-11-01,南瑞继保,2023-07-18,3,雷阵雨,somewhere,维修班1,0
显示屏,2016-07-05,国电南自,2026-03-31,10,雷阵雨,somewhere,维修班1,0
CPU板件,2020-07-31,国电南自,2030-04-09,10,阴,somewhere,维修班1,0
显示屏,2017-01-21,南瑞科技,2025-11-10,9,阴,somewhere,维修班4,0
CPU板件,2019-03-13,国电南自,2033-01-04,14,大雨,somewhere,维修班2,0
电源DC220,2016-02-02,南瑞继保,2028-10-12,13,阴,somewhere,维修班1,0
电源DC220,2015-03-06,国电南自,2026-12-21,12,晴,somewhere,维修班3,0
显示屏,2017-11-26,南瑞继保,2024-09-27,7,阴,somewhere,维修班4,0
电源DC220,2010-03-13,许继电气,2014-09-27,5,冰雹,somewhere,维修班4,保护装置故障
显示屏,2018-02-13,上海惠安,2029-10-22,12,小雨,somewhere,维修班4,0
显示屏,2019-01-30,许继电气,2032-11-21,14,冰雹,somewhere,维修班4,0
显示屏,2020-09-09,上海惠安,2023-04-08,3,小雨,somewhere,维修班2,0
CPU板件,2010-05-19,南瑞科技,2017-03-11,7,晴,somewhere,维修班2,开关设备故障
电源DC220,2013-03-26,许继电气,2025-01-30,12,阴,somewhere,维修班1,0
电源DC220,2011-06-03,上海惠安,2017-03-02,6,大雨,somewhere,维修班1,电流互感器二次回路故障
CPU板件,2019-01-12,深圳南瑞,2023-04-25,5,晴,somewhere,维修班1,0
电源DC220,2015-04-23,深圳南瑞,2021-02-11,6,雷阵雨,somewhere,维修班4,电压互感器二次回路故障
电源DC220,2018-11-06,南瑞科技,2032-05-22,14,大雨,somewhere,维修班2,0
CPU板件,2014-09-18,国电南自,2022-06-21,8,雷阵雨,somewhere,维修班2,0
电源DC220,2018-03-23,南瑞科技,2032-10-03,15,阴,somewhere,维修班3,0
电源DC220,2013-05-04,深圳南瑞,2026-01-24,13,阴,somewhere,维修班1,0
CPU板件,2016-03-01,上海惠安,2021-11-26,6,大雨,somewhere,维修班1,0
电源DC220,2012-08-23,国电南自,2022-06-03,10,雷阵雨,somewhere,维修班3,0
电源DC220,2015-01-01,许继电气,2023-11-15,9,小雨,somewhere,维修班2,0
CPU板件,2017-03-09,南瑞继保,2020-10-02,4,冰雹,somewhere,维修班2,保护装置故障
显示屏,2020-01-19,许继电气,2022-06-15,3,冰雹,somewhere,维修班3,0
电源DC220,2011-02-05,南瑞继保,2016-10-13,6,雷阵雨,somewhere,维修班1,保护装置故障
电源DC220,2015-01-27,南瑞继保,2020-11-05,6,雷阵雨,somewhere,维修班1,保护装置故障
CPU板件,2012-08-15,国电南自,2020-04-30,9,冰雹,somewhere,维修班1,保护装置故障
CPU板件,2013-06-22,深圳南瑞,2021-01-07,8,晴,somewhere,维修班1,电压互感器二次回路故障
电源DC220,2020-05-03,南瑞科技,2033-01-25,13,雷阵雨,somewhere,维修班2,0
电源DC220,2011-10-21,上海惠安,2017-07-06,6,阴,somewhere,维修班2,保护装置故障
显示屏,2011-11-10,上海惠安,2024-08-14,13,雷阵雨,somewhere,维修班3,0
电源DC220,2019-08-04,南瑞科技,2028-05-11,9,阴,somewhere,维修班1,0
电源DC220,2013-07-03,深圳南瑞,2019-04-16,6,阴,somewhere,维修班4,保护装置故障
显示屏,2011-11-11,南瑞继保,2023-08-26,12,大雨,somewhere,维修班1,0
CPU板件,2019-09-16,南瑞继保,2026-05-02,7,阴,somewhere,维修班3,0
CPU板件,2013-06-08,南瑞继保,2023-12-28,11,大雨,somewhere,维修班3,0
CPU板件,2017-07-28,南瑞继保,2029-05-14,12,雷阵雨,somewhere,维修班1,0
显示屏,2014-06-08,南瑞科技,2025-03-21,11,冰雹,somewhere,维修班2,0
显示屏,2015-11-14,南瑞科技,2023-07-14,8,小雨,somewhere,维修班4,0
电源DC220,2018-03-02,南瑞继保,2023-12-21,6,小雨,somewhere,维修班3,0
显示屏,2020-01-26,深圳南瑞,2031-11-06,12,大雨,somewhere,维修班2,0
显示屏,2012-11-29,南瑞继保,2022-08-15,10,小雨,somewhere,维修班3,0
CPU板件,2015-05-14,上海惠安,2028-02-16,13,冰雹,somewhere,维修班3,0
显示屏,2012-04-06,上海惠安,2019-01-06,7,晴,somewhere,维修班1,开关设备故障
显示屏,2020-09-18,南瑞继保,2031-04-16,11,冰雹,somewhere,维修班4,0
CPU板件,2016-10-02,南瑞继保,2022-04-29,6,大雨,somewhere,维修班3,0
显示屏,2012-09-14,上海惠安,2024-06-19,12,雷阵雨,somewhere,维修班4,0
显示屏,2011-02-09,许继电气,2020-12-29,10,阴,somewhere,维修班4,电流互感器二次回路故障
CPU板件,2010-12-19,南瑞科技,2014-09-22,4,雷阵雨,somewhere,维修班4,电流互感器二次回路故障
显示屏,2018-03-05,南瑞科技,2029-11-07,12,晴,somewhere,维修班3,0
电源DC220,2017-08-17,许继电气,2023-06-27,6,小雨,somewhere,维修班3,0
CPU板件,2018-10-04,深圳南瑞,2026-08-17,8,冰雹,somewhere,维修班2,0
电源DC220,2019-08-21,许继电气,2026-04-21,7,晴,somewhere,维修班1,0
电源DC220,2011-08-09,南瑞科技,2020-05-31,9,阴,somewhere,维修班2,电流互感器二次回路故障
CPU板件,2017-08-30,许继电气,2027-06-18,10,雷阵雨,somewhere,维修班4,0
电源DC220,2020-12-03,南瑞科技,2023-08-02,3,冰雹,somewhere,维修班4,0
CPU板件,2013-08-12,南瑞继保,2026-06-16,13,阴,somewhere,维修班4,0
显示屏,2013-03-12,南瑞科技,2019-09-26,7,阴,somewhere,维修班4,电压互感器二次回路故障
CPU板件,2020-05-06,国电南自,2029-01-14,9,大雨,somewhere,维修班2,0
电源DC220,2018-08-14,国电南自,2031-05-24,13,阴,somewhere,维修班1,0
电源DC220,2017-12-23,许继电气,2029-11-12,12,阴,somewhere,维修班1,0
显示屏,2019-11-07,南瑞继保,2027-07-18,8,冰雹,somewhere,维修班2,0
CPU板件,2016-04-09,上海惠安,2024-11-24,9,小雨,somewhere,维修班2,0
电源DC220,2016-12-14,上海惠安,2031-09-10,15,阴,somewhere,维修班2,0
显示屏,2020-06-26,国电南自,2024-12-25,5,阴,somewhere,维修班2,0
CPU板件,2019-04-14,许继电气,2031-11-11,13,雷阵雨,somewhere,维修班3,0
CPU板件,2020-01-05,许继电气,2023-10-24,4,晴,somewhere,维修班2,0
CPU板件,2013-12-24,许继电气,2027-10-07,14,晴,somewhere,维修班2,0
CPU板件,2015-05-23,上海惠安,2018-11-21,4,晴,somewhere,维修班1,电压互感器二次回路故障
显示屏,2020-02-22,南瑞科技,2029-08-20,10,雷阵雨,somewhere,维修班4,0
显示屏,2019-09-08,南瑞科技,2025-05-13,6,阴,somewhere,维修班1,0
电源DC220,2018-04-06,深圳南瑞,2022-11-02,5,小雨,somewhere,维修班2,0
电源DC220,2011-04-09,南瑞科技,2012-07-18,3,雷阵雨,somewhere,维修班4,保护装置故障
电源DC220,2020-03-23,深圳南瑞,2029-01-03,9,雷阵雨,somewhere,维修班3,0
显示屏,2016-02-13,国电南自,2025-09-06,10,晴,somewhere,维修班3,0
电源DC220,2012-01-19,南瑞科技,2025-11-22,14,小雨,somewhere,维修班2,0
CPU板件,2011-07-29,国电南自,2014-04-15,3,大雨,somewhere,维修班4,电流互感器二次回路故障
电源DC220,2016-06-07,南瑞继保,2022-04-14,6,小雨,somewhere,维修班1,0
电源DC220,2013-07-24,深圳南瑞,2016-12-22,4,冰雹,somewhere,维修班4,直流接地
CPU板件,2011-12-10,南瑞继保,2017-09-20,6,冰雹,somewhere,维修班3,开关设备故障
显示屏,2018-12-23,深圳南瑞,2028-08-10,10,晴,somewhere,维修班4,0
CPU板件,2014-11-16,国电南自,2021-01-17,7,大雨,somewhere,维修班1,保护装置故障
电源DC220,2014-09-10,上海惠安,2022-07-02,8,晴,somewhere,维修班2,0
电源DC220,2010-12-09,上海惠安,2022-09-05,12,晴,somewhere,维修班3,0
显示屏,2019-08-16,深圳南瑞,2032-03-22,13,小雨,somewhere,维修班3,0
CPU板件,2012-10-21,南瑞继保,2015-07-08,3,大雨,somewhere,维修班4,开关设备故障
CPU板件,2010-01-29,上海惠安,2013-10-27,4,阴,somewhere,维修班3,老化
CPU板件,2011-11-22,深圳南瑞,2020-08-24,9,大雨,somewhere,维修班2,继电器触点故障
显示屏,2015-03-08,许继电气,2019-12-27,5,小雨,somewhere,维修班3,直流接地
电源DC220,2010-09-16,南瑞继保,2018-05-23,8,大雨,somewhere,维修班2,继电器触点故障
CPU板件,2013-12-28,国电南自,2023-07-23,10,雷阵雨,somewhere,维修班4,0
显示屏,2017-06-01,深圳南瑞,2028-04-13,11,冰雹,somewhere,维修班1,0
电源DC220,2013-05-01,南瑞继保,2026-02-15,13,雷阵雨,somewhere,维修班2,0
电源DC220,2017-02-22,南瑞继保,2019-11-01,3,雷阵雨,somewhere,维修班2,老化
显示屏,2019-07-05,南瑞科技,2026-03-17,7,大雨,somewhere,维修班4,0
显示屏,2018-10-27,国电南自,2026-08-18,8,雷阵雨,somewhere,维修班1,0
显示屏,2020-04-16,国电南自,2028-02-09,8,雷阵雨,somewhere,维修班1,0
电源DC220,2012-07-27,国电南自,2021-06-09,9,雷阵雨,somewhere,维修班2,0
显示屏,2013-08-25,许继电气,2023-05-31,10,冰雹,somewhere,维修班2,0
CPU板件,2012-06-22,上海惠安,2018-04-08,6,大雨,somewhere,维修班3,电压互感器二次回路故障
显示屏,2010-12-12,深圳南瑞,2018-08-05,8,阴,somewhere,维修班4,开关设备故障
电源DC220,2017-02-21,南瑞继保,2025-11-20,9,雷阵雨,somewhere,维修班1,0
显示屏,2016-11-12,上海惠安,2031-10-03,15,晴,somewhere,维修班1,0
显示屏,2015-04-21,南瑞科技,2020-12-28,6,大雨,somewhere,维修班1,直流接地
电源DC220,2012-03-12,许继电气,2022-10-07,11,阴,somewhere,维修班4,0
CPU板件,2017-03-13,许继电气,2030-11-26,14,小雨,somewhere,维修班2,0
显示屏,2011-01-23,深圳南瑞,2020-09-07,10,阴,somewhere,维修班3,开关设备故障
显示屏,2013-10-10,南瑞科技,2024-08-05,11,小雨,somewhere,维修班2,0
电源DC220,2019-10-01,南瑞科技,2022-08-06,3,小雨,somewhere,维修班2,0
显示屏,2014-11-19,许继电气,2024-10-02,10,大雨,somewhere,维修班1,0
电源DC220,2019-03-13,南瑞科技,2021-12-22,3,雷阵雨,somewhere,维修班3,0
显示屏,2016-01-06,许继电气,2025-09-23,10,小雨,somewhere,维修班4,0
电源DC220,2014-11-17,上海惠安,2025-09-23,11,晴,somewhere,维修班3,0
CPU板件,2010-02-03,许继电气,2017-05-27,8,大雨,somewhere,维修班4,开关设备故障
CPU板件,2016-12-08,上海惠安,2028-09-21,12,雷阵雨,somewhere,维修班2,0
显示屏,2016-03-28,上海惠安,2028-12-14,13,大雨,somewhere,维修班2,0
显示屏,2011-07-19,深圳南瑞,2024-02-25,13,阴,somewhere,维修班3,0
电源DC220,2019-07-07,深圳南瑞,2022-02-12,3,冰雹,somewhere,维修班3,0
电源DC220,2018-06-01,南瑞继保,2030-03-23,12,阴,somewhere,维修班2,0
CPU板件,2016-04-13,国电南自,2025-12-04,10,大雨,somewhere,维修班2,0
CPU板件,2017-09-11,南瑞继保,2028-04-12,11,阴,somewhere,维修班2,0
电源DC220,2011-08-08,深圳南瑞,2021-03-25,10,小雨,somewhere,维修班4,直流接地
显示屏,2018-04-21,国电南自,2023-12-27,6,小雨,somewhere,维修班2,0
电源DC220,2016-06-01,国电南自,2026-12-30,11,冰雹,somewhere,维修班3,0
显示屏,2015-01-11,深圳南瑞,2027-10-04,13,小雨,somewhere,维修班4,0
电源DC220,2015-08-02,南瑞科技,2020-01-02,5,阴,somewhere,维修班2,保护装置故障
显示屏,2015-01-15,上海惠安,2017-05-31,3,大雨,somewhere,维修班1,保护装置故障
显示屏,2016-02-20,南瑞继保,2029-01-10,13,大雨,somewhere,维修班1,0
显示屏,2012-07-18,深圳南瑞,2015-05-26,3,阴,somewhere,维修班1,保护装置故障
电源DC220,2014-08-12,国电南自,2024-07-01,10,冰雹,somewhere,维修班3,0
CPU板件,2015-08-16,南瑞继保,2024-12-11,10,大雨,somewhere,维修班1,0
电源DC220,2012-08-22,深圳南瑞,2018-06-05,6,大雨,somewhere,维修班3,老化
显示屏,2014-08-02,南瑞科技,2028-05-29,14,大雨,somewhere,维修班1,0
CPU板件,2014-12-04,南瑞继保,2020-10-18,6,大雨,somewhere,维修班1,保护装置故障
CPU板件,2016-07-29,南瑞继保,2024-04-29,8,大雨,somewhere,维修班4,0
电源DC220,2012-06-23,许继电气,2015-03-11,3,晴,somewhere,维修班1,继电器触点故障
显示屏,2016-09-25,南瑞继保,2024-07-25,8,雷阵雨,somewhere,维修班1,0
显示屏,2020-06-20,南瑞继保,2032-03-26,12,小雨,somewhere,维修班3,0
显示屏,2017-01-08,上海惠安,2029-09-05,13,大雨,somewhere,维修班1,0
电源DC220,2019-07-25,深圳南瑞,2025-04-02,6,阴,somewhere,维修班3,0
显示屏,2014-03-21,上海惠安,2023-12-27,10,阴,somewhere,维修班4,0
电源DC220,2013-04-28,深圳南瑞,2018-12-23,6,冰雹,somewhere,维修班2,保护装置故障
CPU板件,2014-07-10,许继电气,2019-05-09,5,阴,somewhere,维修班2,电压互感器二次回路故障
显示屏,2011-11-10,许继电气,2020-09-09,9,冰雹,somewhere,维修班2,电流互感器二次回路故障
显示屏,2013-08-25,南瑞科技,2022-05-14,9,大雨,somewhere,维修班4,0
电源DC220,2014-08-02,国电南自,2017-01-19,3,小雨,somewhere,维修班2,电流互感器二次回路故障
显示屏,2013-10-10,深圳南瑞,2019-03-28,6,阴,somewhere,维修班1,电压互感器二次回路故障
显示屏,2012-05-04,国电南自,2018-02-08,6,小雨,somewhere,维修班2,电流互感器二次回路故障
CPU板件,2019-07-11,南瑞科技,2031-09-17,13,冰雹,somewhere,维修班2,0
显示屏,2016-05-26,国电南自,2023-03-15,7,阴,somewhere,维修班3,0
CPU板件,2017-10-22,南瑞继保,2024-08-12,7,小雨,somewhere,维修班4,0
CPU板件,2010-09-28,国电南自,2013-07-24,3,大雨,somewhere,维修班2,电流互感器二次回路故障
电源DC220,2012-08-13,深圳南瑞,2021-06-09,9,晴,somewhere,维修班2,0
显示屏,2017-06-20,南瑞继保,2024-10-28,8,冰雹,somewhere,维修班3,0
